MAID	NAME	FORMULA	Ontology	INCHIKEY	SMILES	INSTRUMENTTYPE	ExactMass	PUBCHEM	Num_Spectra	Species	Cas	KEGG	Reaction	Pathway	Biospecimen	Healthcondition
MA000077	Levamisole	C11H12N2S	Organoheterocyclic compounds|Imidazothiazoles|	HLFSDGLLUJUHTE-SNVBAGLBSA-N	C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1	ESI-QFT|ESI-QTOF|ESI-ITFT	204.072119384	26879	39	human	14769-73-4	C07070			urine	
MA000078	Levonorgestrel	C21H28O2	Lipids and lipid-like molecules|Steroids and steroid derivatives|Estrane steroids	WWYNJERNGUHSAO-XUDSTZEESA-N	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	ESI-QFT|ESI-QTOF	312.208930136	13109	5	human	797-63-7	C10926			urine	
MA000079	Levocetirizine	C21H25ClN2O3	Benzenoids|Benzene and substituted derivatives|Diphenylmethanes	ZKLPARSLTMPFCP-OAQYLSRUSA-N	OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1	ESI-QFT|ESI-QTOF	388.15537034	1549000	10	human	130018-77-8					
MA000080	Alanine-2,3,3,3-d4	C3H7NO2	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	QNAYBMKLOCPYGJ-IALWIIEESA-N	[H]C(N)(C(=O)O)C	ESI-QFT|GC-EI-QqQMS	90.05395521	12205373	3							
MA000081	Ala-Leu	C9H18N2O3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	RDIKFPRVLJLMER-UHFFFAOYSA-N	CC(C)CC(NC(=O)C(C)N)C(O)=O	ESI-QFT|ESI-QTOF|	202.13174243599997	259583	9	human					saliva	
MA000082	Agmatine	C5H14N4	Organic nitrogen compounds|Organonitrogen compounds|Guanidines	QYPPJABKJHAVHS-UHFFFAOYSA-N	NCCCCNC(N)=N	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-MS	130.12184644799999	199	32	human|Glycine max|Lathyrus sativus|Psophocarpus tetragonolobus|Vicia sativa|Wisteria floribunda|Lyallia kerguelensis|Sesamum indicum|Hordeum vulgare|Nicotiana tabacum (L.)	306-60-5	C00179	R00566|R01157|R01416|R01417|R01418|R01425|R01617|R09255	map00330|map01100	urine	
MA000083	Daidzein	C15H10O4	Phenylpropanoids and polyketides|Isoflavonoids|Isoflav-2-enes	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O	ESI-QFT|ESI-QTOF|LC-APPI-QQ|ESI-QQQ|ESI-QTRAP|LC-ESI-TOF|GC-EI-TOF|GC-MS	254.0579088	5281708	168	human|Streptomyces xanthophaeus MD865-C3|Bupleurum scorzonerifolium|Aloe vera|Erycibe expansa|Arabidopsis thaliana|Erythroxylum ulei|Albizia procera|Arachis hypogaea|Cajanus cajan|Cicer arietinum|Crotalaria assamica|Crotalaria pallida|Dalbergia ecastaphyllum|Dalbergia stevensonii|Derris oblonga|Erythrina crista-galli|Erythrina indica|Erythrina latissima|Erythrina orientalis|Euchresta formosana|Genista corsica|Genista tinctoria|Glycine max|Glycyrrhiza glabra|Lespedeza bicolor|Maackia amurensis|Medicago sativa|Pericopsis angolensis Baker.|Pericopsis eleta|Pericopsis laxiflora Benth.|Pericopsis mooniana|Phaseolus coccineus|Phaseolus spp.|Phaseolus vulgaris|Piptanthus nepalensis|Pisum sativum|Psoralea corylifolia|Pterocarpus marsupium|Pueraria Phaseoloides|Pueraria calycina|Pueraria edulis|Pueraria lobata|Pueraria mirifica|Pueraria peduncularis|Pueraria thunbergiana|Pueraria tuberosa|Retama raetam|Sophora japonica|Sophora subprostrata|Trifolium pratense|Trifolium repens|Ulex europaeus|Vigna radiata|Acca sellowiana|Podocarpus amarus	486-66-8				urine	
MA000084	Methylvanillin	C9H10O3	Benzenoids|Benzene and substituted derivatives|Methoxybenzenes	WJUFSDZVCOTFON-UHFFFAOYSA-N	COC1=C(OC)C=C(C=O)C=C1	ESI-QFT|ESI-QTOF|GC-EI-TOF	166.06299417999998	8419	4	human|Gymnadenia conopsea|Galium verum|Zingiber cassumunar Roxb.	120-14-9	C06163	R04691|R04700	map00950|map01100|map01110		
MA000085	3,5-Dihydroxyphenylglycine	C8H9NO4	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	IFXDBKRFNXPGNO-UHFFFAOYSA-N	O=C(O)CNC=1C=C(O)C=C(O)C1	ESI-QFT|ESI-QTOF	183.053157768	9920555	3							
MA000086	3-(1-Pyrazolyl)-alanine	C6H9N3O2	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	PIGOPELHGLPKLL-YFKPBYRVSA-N	O=C(O)C(N)CN1N=CC=C1	ESI-QFT|ESI-QTOF|GC-EI-TOF	155.069476528	151491	4		10162-27-3					
MA000087	3-Amino-3-(4-hydroxyphenyl)propionic acid	C9H11NO3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	JYPHNHPXFNEZBR-UHFFFAOYSA-N	NC(CC(O)=O)C1=CC=C(O)C=C1	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-MS	181.073893212	440311	11	human						
MA000088	3-Aminotyrosine	C9H12N2O3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	POGSZHUEECCEAP-UHFFFAOYSA-N	O=C(O)C(N)CC1=CC=C(O)C(N)=C1	ESI-QFT	196.08479224399997	3084398	2							
MA000089	3-beta-Cholest-5-en-3-yl [2-(dimethylamino)ethyl]carbamate	C32H56N2O2	Lipids and lipid-like molecules|Steroids and steroid derivatives|Cholestane steroids	HIHOWBSBBDRPDW-PTHRTHQKSA-N	OC(=NCCN(C)C)OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCCC(C)C)C2(C)CC1	ESI-QFT|ESI-QTOF	500.43417903200003	115234	2		137056-72-5					
MA000090	3-Chlorotyrosine	C9H10ClNO3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	ACWBBAGYTKWBCD-ZETCQYMHSA-N	O=C(O)C(N)CC1=CC=C(O)C(Cl)=C1	ESI-QFT|ESI-QTOF|ESI-QQQ	215.03492086	110992	11		7423-93-0					
MA000091	3-Deoxyuridine	C9H12N2O5	Nucleosides, nucleotides, and analogues|Pyrimidine nucleosides|Pyrimidine 3'-deoxyribonucleosides	QOXJRLADYHZRGC-SHYZEUOFSA-N	O=C1N=C(O)C=CN1C2OC(CO)CC2O	ESI-QFT|ESI-QTOF	228.07462148399998	145984	3		7057-27-4					
MA000092	3-Guanidinopropionic acid	C4H9N3O2	Organic nitrogen compounds|Organonitrogen compounds|Guanidines	KMXXSJLYVJEBHI-UHFFFAOYSA-N	NC(=N)NCCC(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ	131.069476528	67701	16	human	353-09-3	C03065	R00913			
MA000093	3-Hydroxyanthranilic acid	C7H7NO3	Benzenoids|Benzene and substituted derivatives|Benzoic acids and derivatives	WJXSWCUQABXPFS-UHFFFAOYSA-N	NC1=C(O)C=CC=C1C(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|GC-MS	153.04259308399998	86	40	human|Arthrobacter protophormiae|Brassica oleracea	548-93-6	C00632	R01816|R02665|R02666|R02667|R02668|R02669|R02670|R02671	map00380|map00627|map01100|map01120	urine	Nervous system disorders|Stroke
MA000094	3-Hydroxybenzaldehyde	C7H6O2	Organic oxygen compounds|Organooxygen compounds|Carbonyl compounds	IAVREABSGIHHMO-UHFFFAOYSA-N	O=CC=1C=CC=C(O)C1	ESI-QFT|ESI-QTOF|GC-EI-TOF|EI-B	122.036779432	101	6		100-83-4	C03067	R04136|R07666|R07667	map00623|map01120|map01220		
MA000095	3-Hydroxykynurenine	C10H12N2O4	Organic oxygen compounds|Organooxygen compounds|Carbonyl compounds	VCKPUUFAIGNJHC-UHFFFAOYSA-N	NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O	ESI-QFT|ESI-QQQ|ESI-QTOF|GC-EI-TOF	224.079706864	89	45	human	484-78-6				urine	
MA000096	3-Hydroxyphenylacetic acid	C8H8O3	Benzenoids|Phenols|1-hydroxy-4-unsubstituted benzenoids	FVMDYYGIDFPZAX-UHFFFAOYSA-N	OC(=O)CC1=CC(O)=CC=C1	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|EI-B|GC-MS	152.04734411599998	12122	23	human	621-37-4	C09936			urine	
MA000097	3-Hydroxyphenylalanine	C9H11NO3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	JZKXXXDKRQWDET-UHFFFAOYSA-N	O=C(O)C(N)CC=1C=CC=C(O)C1	ESI-QFT|ESI-QTOF	181.07389321199997	13052	4		775-06-4	C10869				
MA000098	3-Hydroxyproline	C5H9NO3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	BJBUEDPLEOHJGE-BKLSDQPFSA-N	O=C(O)C1NCCC1O	ESI-QFT|ESI-QTOF	131.058243148	150779	3		567-36-2					
MA000099	3-Hydroxysebacic acid	C10H18O5	Organic acids and derivatives|Hydroxy acids and derivatives|Medium-chain hydroxy acids and derivatives	OQYZCCKCJQWHIE-UHFFFAOYSA-N	OC(CCCCCCC(O)=O)CC(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ	218.11542367599998	3017884	7	human	68812-93-1				urine	
MA000100	Indole-3-acetic acid	C10H9NO2	Organoheterocyclic compounds|Indoles and derivatives|Indolyl carboxylic acids and derivatives	SEOVTRFCIGRIMH-UHFFFAOYSA-N	OC(=O)CC1=CNC2=C1C=CC=C2	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|EI-B|GC-MS	175.063328528	802	78	human|Homo Sapiens|Rhizopus suinus|Saccharomyces cerevisiae|Cotinus coggygria|Panax ginseng|Corylus avellana|Arabidopsis thaliana|Brassica oleracea|Raphanus sativus|Chamaecyparis lawsoniana|Diospyros kaki|Euphorbia escula|Ricinus communis|Dalbergia dolichopetala|Dolichos lablab|Glycine soja|Lathyrus maritimus|Phaseolus mungo|Phaseolus vulgaris|Pisum sativum|Vicia amurensis|Vigna unguiculata var. sesquipedalis|Castanea crenata|Quercus robur|Lygodium flexuosum|Picea abies|Picea sitchensis|Pinus contorta|Pinus slyvestris|Pseudotsuga menziesii|Zea mays|Malus pumila|Prunus cerasus|Prunus domestica|Citrus sinensis|Citrus unshiu|Lycopersicon esculentum|Nicotiana tabacum|Vitis vinifera	87-51-4				urine	Irritable bowel syndrome|Kidney disease|Coma|Hartnup disease|Psychosis|Nervous system disorders|Seizure
MA000101	Indole-3-acetonitrile	C10H8N2	Organoheterocyclic compounds|Indoles and derivatives|Indoles	DMCPFOBLJMLSNX-UHFFFAOYSA-N	N#CCC1=CNC2=C1C=CC=C2	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|GC-MS	156.068748256	351795	27	human|Stevia rebaudiana|Impatiens balsamina|Arabidopsis thaliana|Brassica oleracea|Brassica pekinensis|Brassica rapa|Brassicaceae|Thellungiella halophila|Diospyros kaki|Phaseolus mungo|Pediastrum boryanum|Lygodium flexuosum|Lycopersicon esculentum|Vitis spp.	771-51-7	C02938	R03093|R04020|R04093|R04094	map00380|map01100		
MA000102	Indol-3-propionic acid	C11H11NO2	Organoheterocyclic compounds|Indoles and derivatives|Indolyl carboxylic acids and derivatives	GOLXRNDWAUTYKT-UHFFFAOYSA-N	OC(=O)CCC1=CNC2=CC=CC=C12	ESI-QFT|ESI-QTOF|ESI-QQQ|EI-B	189.078978592	3744	11	human|Cucurbita pepo|Pisum sativum	830-96-6	C00460	R02023|R02100|R02325|R02330|R02331|R02332|R02372|R11635	map00240|map01100	serum	
MA000103	3-Methylcrotonylglycine	C7H11NO3	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	PFWQSHXPNKRLIV-UHFFFAOYSA-N	CC(C)=CC(=O)NCC(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ	157.073893212	169485	7	human	33008-07-0				urine	
MA000104	3-Methylcytidine	C10H15N3O5	Nucleosides, nucleotides, and analogues|Pyrimidine nucleosides|	RDPUKVRQKWBSPK-ZOQUXTDFSA-N	O=C1N(C=CC(=N)N1C)C2OC(CO)C(O)C2O	ESI-QFT|ESI-QTOF	257.10117058000003	14237477	4		2140-64-9					
MA000105	3-Methylhistidine	C7H11N3O2	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	JDHILDINMRGULE-LURJTMIESA-N	CN1C=NC=C1C[C@H](N)C(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ	169.085126592	64969	30	human	368-16-1				urine	Diabetes mellitus type 2|Kidney disease|Metabolism and nutrition disorders|Obesity
MA000106	3-Methyloxyindole	C9H9NO	Organoheterocyclic compounds|Indoles and derivatives|Indolines	BBZCPUCZKLTAJQ-UHFFFAOYSA-N	OC1=NC=2C=CC=CC2C1C	ESI-QFT|ESI-QTOF|GC-EI-TOF	147.068413908	150923	9		1504-06-9	C02366	R03930			
MA000107	3-Methylthiopropylamine	C4H11NS	Organosulfur compounds|Thioethers|Dialkylthioethers	KKYSBGWCYXYOHA-UHFFFAOYSA-N	S(C)CCCN	ESI-QFT|ESI-QTOF|GC-EI-TOF	105.06122035199999	77743	3		4104-45-4	C03354	R00656			
MA000108	3-Nitrotyrosine	C9H10N2O5	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	FBTSQILOGYXGMD-LURJTMIESA-N	N[C@@H](CC1=CC=C(O)C(=C1)[N+]([O-])=O)C(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-MS	226.05897141999998	65124	15	human	621-44-3				urine	Infections and infestations|Meningitis
MA000109	3-Phosphonopropionic acid	C3H7O5P	Organic acids and derivatives|Organic phosphonic acids and derivatives|Organic phosphonic acids	NLBSQHGCGGFVJW-UHFFFAOYSA-N	O=C(O)CCP(=O)(O)O	ESI-QFT	154.003109954	1682	2		5962-42-5					
MA000110	3-Pyridinemthanol	C6H7NO	Organoheterocyclic compounds|Pyridines and derivatives|	MVQVNTPHUGQQHK-UHFFFAOYSA-N	OCC=1C=NC=CC1	ESI-QFT|ESI-QTOF	109.052763844	7510	2		100-55-0					
MA000111	3-Ureidopropionic acid	C4H8N2O3	Organic acids and derivatives|Organic carbonic acids and derivatives|Ureas	JSJWCHRYRHKBBW-UHFFFAOYSA-N	OC(=O)CCNC(O)=N	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|GC-MS	132.053492116	111	17	human	462-88-4	C02642	R00905|R02269	map00240|map00410|map00770|map01100	feces	
MA000112	1,3,7-Trihydroxyxanthone	C15H10O5	Phenylpropanoids and polyketides|Isoflavonoids|Isoflav-2-enes	TZBJGXHYKVUXJN-UHFFFAOYSA-N	OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O	ESI-QFT|ESI-QTOF|ESI-ITFT|LC-APPI-QQ|ESI-QQQ|ESI-QTRAP|LC-ESI-TOF|GC-EI-TOF|ESI-ITTOF	270.05282342	5280961	202	human|Anaxagorea luzonensis A.GRAY|Erycibe expansa|Arabidopsis thaliana|Acacia adunca|Acacia baileyana|Acacia binervata|Acacia calamifolia|Acacia cardiophylla|Acacia chrysotricha|Acacia clunies-rossiae|Acacia concurrens|Acacia constablei|Acacia cultriformis|Acacia dealbata|Acacia deanei|Acacia decurrens|Acacia elata|Acacia falciformis|Acacia filicifolia|Acacia fimbriata|Acacia holosericea|Acacia irrorata|Acacia kettlewelliae|Acacia lanigera|Acacia leucoclada|Acacia longifolia|Acacia mabellae|Acacia mearnsii|Acacia melanoxylon|Acacia mollifolia|Acacia neriifolia|Acacia obtusifolia|Acacia oshanesii|Acacia oswaldii|Acacia parramattensis|Acacia pycnantha|Acacia retinodes|Acacia rigens|Acacia silvestris|Acacia terminalis|Acacia trachyphloia|Acacia verniciflua|Acacia vestita|Adenocarpus decorticans|Adenocarpus foliolosus|Amphicarpaea bracteata|Andira inermis|Apios americana|Arachis hypogaea|Baptisia alba|Baptisia australis|Baptisia bracteata|Baptisia calycosa|Baptisia cinerea|Baptisia lanceolata|Baptisia lecontei|Baptisia megacarpa|Baptisia nuttalliana|Baptisia perfoliata|Baptisia tinctoria|Bowdichia nitida|Cajanus cajan|Cajanus scarabaeoides|Calicotome spinosa|Calicotome villosa|Calopogonium caeruleum|Camptosema rubicundum|Canavalia eurycarpa|Canavalia gladiata|Cicer arietinum|Clitoria falcata|Clitoria ternatea|Crotalaria juncea|Cytisus albus|Cytisus baeticus|Cytisus commutatus|Cytisus fontanesii|Cytisus proliferus|Cytisus ratisbonensis|Cytisus scoparius|Cytisus striatus|Derris scandens|Desmodium gangeticum|Desmodium uncinatum|Dipogon lignosus|Dunbaria villosa|Echinosophora koreensis|Echinospartum horridum|Erinacea anthyllis|Eriosema glomeratum|Eriosema nutans|Eriosema psoraleoides|Erythrina burttii|Erythrina indica|Erythrina latissima|Euchresta formosana|Flemingia macrophylla|Flemingia philippinensis|Flemingia stricta|Flemingia strobilifera|Galactia jussiaeana|Genista acanthoclada|Genista albida|Genista anglica|Genista canariensis|Genista cupanii|Genista depressa|Genista ephedroides|Genista hispanica|Genista hystrix|Genista linifolia|Genista lobelii|Genista microphylla|Genista monspessulana|Genista morisii|Genista obtusiramea|Genista pulchella|Genista radiata|Genista sagittalis|Genista salzmannii|Genista scorpius|Genista sericea|Genista sessilifolia|Genista spartioides|Genista stenopetala|Genista subcapitata|Genista tinctoria|Genista triacanthos|Genista tridens|Genista tridentata|Genista ulicina|Glycine canescens|Glycine clandestina|Glycine falcata|Glycine latifolia|Glycine max|Glycine tabacina|Glycine tomentella|Glycyrrhiza glabra|Glycyrrhiza uralensis|Hardenbergia violacea|Kennedia coccinea|Kennedia nigricans|Kennedia procurrens|Kennedia rubicunda|Lablab purpureus|Laburnum anagyroides|Lespedeza cyrtobotrya|Lespedeza juncea|Lupinus arboreus|Lupinus arcticus|Lupinus elegans|Lupinus luteus|Lupinus mutabilis|Lupinus nanus|Lupinus pilosus|Lupinus sericeus|Lupinus subcarnosus|Lupinus texensis|Maackia amurensis|Macroptilium bracteatum|Macroptilium lathyroides|Macroptilium martii|Medicago sativa|Millettia dielsiana|Mucuna pruriens|Neonotonia wightii|Neorautanenia amboensis|Ononis spinosa|Ormosia monosperma|Otholobium bolusii|Otholobium bracteolatum|Otholobium candicans|Otholobium hirtum|Otholobium spicatum|Otholobium striatum|Otholobium uncinatum|Otholobium wilmsii|Pericopsis laxiflora|Phaseolus coccineus|Phaseolus lunatus|Phaseolus vulgaris|Piptanthus nepalensis|Pseudeminia comosa|Pseudoeriosema borianii|Pseudovigna argentea|Psoralea aculeata|Psoralea arborea|Psoralea axillaris|Psoralea effusa|Psoralea fascicularis|Psoralea laxa|Psoralea oligophylla|Psoralea repens|Pterocarpus angolensis|Pueraria lobata|Pueraria mirifica|Pueraria montana var. lobata|Pueraria phaseoloides|Retama monosperma|Retama raetam|Rhynchosia caribaea|Rhynchosia densiflora|Rhynchosia hirsuta|Rhynchosia phaseoloides|Rhynchosia pyramidalis|Sophora japonica|Sophora secundiflora|Sophora subprostrata|Strongylodon macrobotrys|Tephrosia toxicaria|Teyleria koordersii|Thermopsis alterniflora|Thermopsis macrophylla|Thermopsis mollis|Thermopsis rhombifolia|Thermopsis villosa|Trifolium campestre|Trifolium globosum|Trifolium pannonicum|Trifolium pratense|Trifolium repens|Trifolium spp.|Ulex boivinii|Ulex europaeus|Ulex gallii|Ulex genistoides|Ulex micranthus|Ulex minor|Ulex parviflorus|Vandasina retusa|Vigna angularis|Vigna mungo|Vigna radiata|Vigna subterranea|Wisteria brachybotrys|Hypericum scabrum|Cudrania cochinchinensis|Cudrania cochinchinensis var. gerontogea|Ficus cordata|Ficus nymphaeifolia|Ficus septica|Zea mays L.|Securidaca inappendiculata|Prunus cerasus|Prunus spp.	446-72-0				urine	Ileostomy
MA000113	p-Aminobenzoic acid	C7H7NO2	Benzenoids|Benzene and substituted derivatives|Benzoic acids and derivatives	ALYNCZNDIQEVRV-UHFFFAOYSA-N	NC1=CC=C(C=C1)C(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|EI-B|GC-MS	137.047678464	978	38	human|Escherichia coli|Arabidopsis thaliana	150-13-0	C00568	R01860|R02561|R02562|R03066|R03067|R05277|R05280|R05553	map00627|map00790|map01061|map01100|map01120	urine	
MA000114	4-Aminomethylcyclohexanecarboxylic acid	C8H15NO2	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	GYDJEQRTZSCIOI-UHFFFAOYSA-N	O=C(O)C1CCC(CN)CC1	ESI-QFT	157.11027872	5526	1		701-54-2					
MA000115	4-Guanidinobutyric acid	C5H11N3O2	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	TUHVEAJXIMEOSA-UHFFFAOYSA-N	NC(N)=NCCCC(O)=O	ESI-QFT|ESI-QTOF|ESI-QQQ|ESI-ITFT	145.085126592	500	34	human	463-00-3				urine	Cirrhosis
MA000116	4-Hydroxy-4-methyl-2-pentanone	C6H12O2	Organic oxygen compounds|Organooxygen compounds|Carbonyl compounds	SWXVUIWOUIDPGS-UHFFFAOYSA-N	CC(=O)CC(C)(C)O	ESI-QFT|ESI-QTOF|EI-B	116.083729624	31256	4	human	123-42-2					
MA000117	Triacetic acid lactone	C6H6O3	Organoheterocyclic compounds|Pyrans|Pyranones and derivatives	NSYSSMYQPLSPOD-UHFFFAOYSA-N	O=C1OC(=CC(O)=C1)C	ESI-QFT|ESI-QTOF|GC-EI-TOF	126.03169405199999	54675757	21		675-10-5					
MA000118	4-Hydroxybenzaldehyde	C7H6O2	Organic oxygen compounds|Organooxygen compounds|Carbonyl compounds	RGHHSNMVTDWUBI-UHFFFAOYSA-N	OC1=CC=C(C=O)C=C1	ESI-QFT|ESI-QTOF|ESI-QQQ|ESI-ITFT|GC-EI-TOF|EI-B	122.036779432	126	30	human|Botryllus giganteum|Isodictya erinacea|Phellinus igniarius|Rhinacanthus nasutus|Ligularia stenocephala Matsum.et Koidz.|Taraxacum formosanum|Begonia nantoensis|Dianthus superbus var.longicalycinus (MAXIM.) WILL|Drymaria diandra|Microtropis fokienensis|Tupistra chinensis|Arabidopsis thaliana|Chamaecyparis formosensis|Croton draco Schltdl.& Cham.|Croton hutchinsonianus|Psoralea corylifolia|Pterocarpus marsupium|Hydrangea chinensis|Curculigo capitulata|Gonocaryum calleryanum|Engelhardia roxburghiana|Cinnamomum subavenium MIQ.|Cinnamomum tenuifolium|Phoebe formosana|Lycopodium spp.|Macrococculus pomiferus|Dorstenia prorepens|Gastrodia elata|Gymnadenia conopsea R.BR.|Papaver somniferum|Phyllostachys edulis|Sorghum bicolor|Posidonia oceanica|Spiraea formosana|Plocama pendula|Phellodendron amurense|Phellodendron japonicum MAXIM|Zanthoxylum ailanthoides|Zanthoxylum wutaiense|Viscum articulactum|Viscum coloratum|Cryptomeria japonica|Vittaria anguste-elongata|Alpinia blepharocalyx|Alpinia galanga|Curcuma comosa	123-08-0	C00633	R01293|R01294|R01303|R02672|R02673|R02675|R02676|R06886	map00363|map00623|map00627|map01061|map01100|map01120	urine	
MA000119	4-Hydroxyhippuric acid	C9H9NO4	Benzenoids|Benzene and substituted derivatives|Benzoic acids and derivatives	ZMHLUFWWWPBTIU-UHFFFAOYSA-N	OC(=O)CNC(=O)C1=CC=C(O)C=C1	ESI-QFT|ESI-QTOF	195.053157768	151012	4	human	2482-25-9				urine	
MA000120	4-Hydroxymandelonitrile	C8H7NO2	Benzenoids|Phenols|1-hydroxy-2-unsubstituted benzenoids	HOOOPXDSCKBLFG-UHFFFAOYSA-N	N#CC(O)C1=CC=C(O)C=C1	ESI-QFT|ESI-QTOF|GC-EI-TOF	149.047678464	166768	6		13093-65-7					
MA000121	4-Hydroxyphenylethanol	C8H10O2	Benzenoids|Phenols|1-hydroxy-2-unsubstituted benzenoids	PMRFBLQVGJNGLU-UHFFFAOYSA-N	OC1=CC=C(C=C1)C(O)C	ESI-QFT	138.06807956	102803	1		2380-91-8	C13638	R06890|R06891	map00363|map01120		
MA000122	4-Hydroxyphenylpyruvate	C9H8O4	Benzenoids|Benzene and substituted derivatives|Phenylpyruvic acid derivatives	KKADPXVIOXHVKN-UHFFFAOYSA-N	OC(=O)C(=O)CC1=CC=C(O)C=C1	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|EI-B|GC-MS	180.042258736	979	22	human|Escherichia coli|Pseudomonas putida|Citrus limonia		C01179	R00042|R00729|R00734|R01728|R01730|R02521|R03337|R03339	map00130|map00261|map00350|map00400|map00401|map00950|map00998|map01055|map01060|map01063|map01100|map01110|map01210|map01230	urine	
MA000123	4-Hydroxyquinoline	C9H7NO	Organoheterocyclic compounds|Quinolines and derivatives|Quinolones and derivatives	PMZDQRJGMBOQBF-UHFFFAOYSA-N	O=C1C=CNC=2C=CC=CC12	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|EI-B	145.052763844	69141	54		611-36-9	C06343	R05154			
MA000124	4-Metyl-5-(beta-hydroxyethyl)thiazole	C6H9NOS	Organoheterocyclic compounds|Azoles|Thiazoles	BKAWJIRCKVUVED-UHFFFAOYSA-N	CC1=C(CCO)SC=N1	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|EI-B|GC-MS	143.040484908	1136	20	human|Escherichia coli K12|Boletus edulis|Brassica napus	137-00-8	C04294	R02133|R02721|R02863|R04448	map00730|map01100	feces	
MA000125	4-Methylumbelliferone	C10H8O3	Phenylpropanoids and polyketides|Coumarins and derivatives|Hydroxycoumarins	HSHNITRMYYLLCV-UHFFFAOYSA-N	CC1=CC(=O)OC2=C1C=CC(O)=C2	ESI-QFT|ESI-QTOF|ESI-QQQ|LC-ESI-TOF|GC-EI-TOF|EI-B	176.04734411599998	5280567	99	human	90-33-5				proteins	
MA000126	4-Methylumbelliferyl acetate	C12H10O4	Phenylpropanoids and polyketides|Coumarins and derivatives|	HXVZGASCDAGAPS-UHFFFAOYSA-N	CC(=O)OC1=CC=C2C(C)=CC(=O)OC2=C1	ESI-QFT|ESI-QTOF|ESI-QQQ|EI-B	218.0579088	366	27	human	2747-05-9	C03837	R04141		proteins	
MA000127	4-Nitroquinoline-N-oxide	C9H6N2O3	Organoheterocyclic compounds|Quinolines and derivatives|Nitroquinolines and derivatives	YHQDZJICGQWFHK-UHFFFAOYSA-N	O=N(=O)C1=CC=N(=O)C=2C=CC=CC12	ESI-QFT|ESI-QTOF|ESI-ITFT|APCI-ITFT|GC-EI-TOF|EI-B	190.03784205199997	5955	26		56-57-5	C03052	R03637|R03638			
MA000128	4-Pyridoxic acid	C8H9NO4	Organoheterocyclic compounds|Pyridines and derivatives|Pyridinecarboxylic acids and derivatives	HXACOUQIXZGNBF-UHFFFAOYSA-N	CC1=NC=C(CO)C(C(O)=O)=C1O	ESI-QFT|ESI-QTOF|ESI-QQQ|GC-EI-TOF|GC-MS	183.053157768	6723	38	human	82-82-6	C04017	R01808|R08601		urine	
MA000129	4-Quinolinecarboxylic acid	C10H7NO2	Organoheterocyclic compounds|Quinolines and derivatives|Quinoline carboxylic acids	VQMSRUREDGBWKT-UHFFFAOYSA-N	O=C(O)C=1C=CN=C2C=CC=CC21	ESI-QFT|ESI-QTOF|GC-EI-TOF	173.047678464	10243	10		486-74-8	C08043				
